product_id,product_name,category_id,base_price_kop
142,Йогурт питьевой «Белый берег» мини,2,6990
143,Йогурт питьевой «Добрый край» фермерский,2,19790
144,Йогурт питьевой «Золотая нива» мини,2,9890
145,Йогурт питьевой «Золотая нива» фермерский,2,6990
146,Йогурт питьевой «Кама»,2,9990
147,Йогурт питьевой «Кама» премиум,2,4890
148,Йогурт питьевой «Кама» фермерский,2,7690
149,Йогурт питьевой «Мегаполис»,2,8790
150,Йогурт питьевой «Отборное» большая упаковка,2,8190
151,Йогурт питьевой «Отборное» мини,2,11190
152,Йогурт питьевой «Отборное» фермерский,2,9590
153,Йогурт питьевой «Парма» премиум,2,10690
154,Йогурт питьевой «Родные просторы» эконом,2,6690
155,Йогурт питьевой «Северная ферма» большая упаковка,2,11590
156,Йогурт питьевой «Семейный выбор» премиум,2,14990
157,Йогурт питьевой «Утро» эконом,2,6090
158,Кефир 1% «Белый берег» большая упаковка,2,6190
159,Кефир 1% «Белый берег» премиум,2,13590
160,Кефир 1% «Дары Сибири»,2,7890
161,Кефир 1% «Добрый край» большая упаковка,2,13890
162,Кефир 1% «Добрый край» мини,2,7290
163,Кефир 1% «Добрый край» фермерский,2,14090
164,Кефир 1% «Золотая нива»,2,8890
165,Кефир 1% «Золотая нива» премиум,2,9290
166,Кефир 1% «Кама» фермерский,2,14690
167,Кефир 1% «Лугово»,2,7490
168,Кефир 1% «Лугово» мини,2,6090
169,Кефир 1% «Лугово» фермерский,2,7290
170,Кефир 1% «Мегаполис» эконом,2,9990
171,Кефир 1% «Парма» премиум,2,4890
172,Кефир 1% «Парма» эконом,2,10590
173,Кефир 1% «Приволжье» большая упаковка,2,6990
174,Кефир 1% «Родные просторы» фермерский,2,12690
175,Кефир 1% «Северная ферма»,2,3690
176,Кефир 1% «Солнечный день» большая упаковка,2,6490
177,Кефир 1% «Уральские зори» мини,2,4690
178,Кефир 1% «Уральские зори» эконом,2,6390
179,Кефир 1% «Экономыч»,2,9290
180,"Кефир 3,2% «Белый берег» премиум",2,7990
181,"Кефир 3,2% «Вкусная полка»",2,7790
182,"Кефир 3,2% «Дары Сибири» фермерский",2,7990
183,"Кефир 3,2% «Добрый край» большая упаковка",2,9090
184,"Кефир 3,2% «Золотая нива» мини",2,5990
185,"Кефир 3,2% «Кама»",2,10890
186,"Кефир 3,2% «Кама» большая упаковка",2,10690
187,"Кефир 3,2% «Премиум Лайн» мини",2,9690
188,"Кефир 3,2% «Премиум Лайн» фермерский",2,10290
189,"Кефир 3,2% «Приволжье»",2,9390
190,"Кефир 3,2% «Родные просторы» большая упаковка",2,17290
191,"Кефир 3,2% «Своё» фермерский",2,8190
192,"Кефир 3,2% «Северная ферма» премиум",2,7590
193,"Кефир 3,2% «Семейный выбор»",2,6490
194,"Кефир 3,2% «Солнечный день» премиум",2,5890
195,"Кефир 3,2% «Утро» мини",2,5490
196,Ряженка «Вкусная полка»,2,6190
197,Ряженка «Вкусная полка» фермерский,2,8290
198,Ряженка «Золотая нива» большая упаковка,2,9590
199,Ряженка «Приволжье»,2,8690
200,Ряженка «Приволжье» эконом,2,6490
201,Ряженка «Своё»,2,11590
202,Ряженка «Своё» большая упаковка,2,10990
203,Ряженка «Солнечный день»,2,7990
204,Ряженка «Солнечный день» фермерский,2,6790
205,Ряженка «Солнечный день» эконом,2,10290
206,Ряженка «Экономыч» большая упаковка,2,9090
207,Снежок «Вкусная полка» большая упаковка,2,5090
208,Снежок «Дары Сибири» большая упаковка,2,8290
209,Снежок «Добрый край»,2,9290
210,Снежок «Добрый край» мини,2,6190
211,Снежок «Мегаполис» фермерский,2,9090
212,Снежок «Отборное»,2,5090
213,Снежок «Парма»,2,13590
214,Снежок «Парма» большая упаковка,2,13190
215,Снежок «Премиум Лайн»,2,7790
216,Снежок «Премиум Лайн» большая упаковка,2,9690
217,Снежок «Премиум Лайн» мини,2,3690
218,Снежок «Солнечный день» премиум,2,5690
219,Снежок «Солнечный день» эконом,2,7690
220,Снежок «Утро» мини,2,5790
221,Снежок «Утро» премиум,2,10890
222,Снежок «Экономыч»,2,17090
223,Сыр Гауда «Вкусная полка»,3,18990
224,Сыр Гауда «Дары Сибири» большая упаковка,3,23190
225,Сыр Гауда «Дары Сибири» мини,3,53390
226,Сыр Гауда «Добрый край» большая упаковка,3,35290
227,Сыр Гауда «Кама»,3,41890
228,Сыр Гауда «Кама» мини,3,21490
229,Сыр Гауда «Кама» фермерский,3,21590
230,Сыр Гауда «Мегаполис»,3,37390
231,Сыр Гауда «Мегаполис» мини,3,32690
232,Сыр Гауда «Приволжье»,3,38790
233,Сыр Гауда «Приволжье» мини,3,29990
234,Сыр Гауда «Северная ферма»,3,35290
235,Сыр Гауда «Северная ферма» большая упаковка,3,33790
236,Сыр Гауда «Семейный выбор» большая упаковка,3,41990
237,Сыр Гауда «Уральские зори»,3,42390
238,Сыр Гауда «Утро» эконом,3,18190
239,Сыр Гауда «Экономыч»,3,14590
240,Сыр Гауда «Экономыч» большая упаковка,3,45390
241,Сыр Моцарелла «Белый берег»,3,48490
242,Сыр Моцарелла «Белый берег» премиум,3,22390
243,Сыр Моцарелла «Вкусная полка»,3,16690
244,Сыр Моцарелла «Вкусная полка» премиум,3,33090
245,Сыр Моцарелла «Дары Сибири» мини,3,44290
246,Сыр Моцарелла «Добрый край» мини,3,59990
247,Сыр Моцарелла «Добрый край» премиум,3,38290
248,Сыр Моцарелла «Золотая нива»,3,28090
249,Сыр Моцарелла «Золотая нива» эконом,3,23390
250,Сыр Моцарелла «Лугово» большая упаковка,3,32090
251,Сыр Моцарелла «Лугово» эконом,3,28790
252,Сыр Моцарелла «Мегаполис»,3,22390
253,Сыр Моцарелла «Мегаполис» премиум,3,65490
254,Сыр Моцарелла «Мегаполис» фермерский,3,59790
255,Сыр Моцарелла «Родные просторы»,3,47590
256,Сыр Моцарелла «Своё» премиум,3,23190
257,Сыр Моцарелла «Северная ферма»,3,43190
258,Сыр Моцарелла «Северная ферма» премиум,3,39990
259,Сыр Моцарелла «Северная ферма» фермерский,3,37390
260,Сыр Моцарелла «Семейный выбор»,3,49590
261,Сыр Моцарелла «Семейный выбор» премиум,3,39990
262,Сыр Моцарелла «Семейный выбор» фермерский,3,41490
263,Сыр Моцарелла «Уральские зори»,3,39990
264,Сыр Моцарелла «Утро»,3,36090
265,Сыр Российский «Белый берег»,3,17090
266,Сыр Российский «Добрый край»,3,32990
267,Сыр Российский «Золотая нива»,3,26290
268,Сыр Российский «Лугово»,3,20390
269,Сыр Российский «Мегаполис»,3,57590
270,Сыр Российский «Мегаполис» эконом,3,58590
271,Сыр Российский «Парма»,3,51490
272,Сыр Российский «Родные просторы» премиум,3,34990
273,Сыр Российский «Родные просторы» эконом,3,51290
274,Сыр Российский «Уральские зори» большая упаковка,3,32090
275,Сыр Сулугуни «Белый берег»,3,34390
276,Сыр Сулугуни «Золотая нива» мини,3,21790
277,Сыр Сулугуни «Кама» премиум,3,36790
278,Сыр Сулугуни «Кама» фермерский,3,32690
279,Сыр Сулугуни «Отборное» мини,3,20290
280,Сыр Сулугуни «Отборное» эконом,3,31390
281,Сыр Сулугуни «Парма» фермерский,3,31090
282,Сыр Сулугуни «Премиум Лайн»,3,59990
283,Сыр Сулугуни «Премиум Лайн» мини,3,43790
284,Сыр Сулугуни «Своё» фермерский,3,32090
285,Сыр Сулугуни «Северная ферма»,3,34890
286,Сыр Сулугуни «Северная ферма» фермерский,3,32490
287,Сыр Сулугуни «Семейный выбор»,3,29790
288,Сыр Сулугуни «Семейный выбор» мини,3,21890
289,Сыр Сулугуни «Уральские зори»,3,30390
290,Сыр Сулугуни «Экономыч» мини,3,24590
291,Сыр Сулугуни «Экономыч» премиум,3,20690
292,Сыр плавленый «Дары Сибири» большая упаковка,3,38290
293,Сыр плавленый «Золотая нива» фермерский,3,36690
294,Сыр плавленый «Кама»,3,17090
295,Сыр плавленый «Лугово» премиум,3,30690
296,Сыр плавленый «Лугово» фермерский,3,45290
297,Сыр плавленый «Отборное» эконом,3,46390
298,Сыр плавленый «Парма»,3,45790
299,Сыр плавленый «Приволжье» премиум,3,32390
300,Сыр плавленый «Родные просторы»,3,23790
301,Сыр плавленый «Своё»,3,21890
302,Сыр плавленый «Северная ферма»,3,36090
303,Сыр плавленый «Семейный выбор» мини,3,36490
304,Сыр плавленый «Солнечный день»,3,50190
305,Сыр плавленый «Утро» мини,3,46990
306,Сыр плавленый «Экономыч» эконом,3,30590
307,Сметана 15% «Вкусная полка»,4,11990
308,Сметана 15% «Дары Сибири» премиум,4,13790
309,Сметана 15% «Добрый край»,4,21090
310,Сметана 15% «Добрый край» мини,4,12590
311,Сметана 15% «Золотая нива»,4,8390
312,Сметана 15% «Кама»,4,11490
313,Сметана 15% «Кама» мини,4,11890
314,Сметана 15% «Лугово»,4,7390
315,Сметана 15% «Мегаполис»,4,10990
316,Сметана 15% «Отборное»,4,9290
317,Сметана 15% «Парма» большая упаковка,4,16590
318,Сметана 15% «Приволжье»,4,12090
319,Сметана 15% «Родные просторы»,4,10890
320,Сметана 15% «Северная ферма»,4,11590
321,Сметана 15% «Солнечный день»,4,12990
322,Сметана 15% «Солнечный день» большая упаковка,4,14890
323,Сметана 15% «Уральские зори»,4,8490
324,Сметана 15% «Уральские зори» фермерский,4,8290
325,Сметана 15% «Утро»,4,17690
326,Сметана 15% «Утро» премиум,4,10390
327,Сметана 20% «Белый берег» большая упаковка,4,7290
328,Сметана 20% «Белый берег» мини,4,13990
329,Сметана 20% «Белый берег» эконом,4,14090
330,Сметана 20% «Вкусная полка» фермерский,4,6990
331,Сметана 20% «Кама»,4,12990
332,Сметана 20% «Отборное»,4,15490
333,Сметана 20% «Премиум Лайн» мини,4,13690
334,Сметана 20% «Родные просторы» эконом,4,14990
335,Сметана 20% «Своё»,4,7290
336,Сметана 20% «Семейный выбор»,4,13490
337,Сметана 20% «Семейный выбор» большая упаковка,4,10790
338,Сметана 20% «Экономыч» большая упаковка,4,10090
339,Сметана 20% «Экономыч» премиум,4,16290
340,Творог 5% «Белый берег» мини,4,20090
341,Творог 5% «Вкусная полка»,4,22490
342,Творог 5% «Дары Сибири»,4,18990
343,Творог 5% «Золотая нива»,4,11490
344,Творог 5% «Золотая нива» большая упаковка,4,13590
345,Творог 5% «Кама» премиум,4,15690
346,Творог 5% «Лугово» мини,4,12490
347,Творог 5% «Лугово» фермерский,4,12590
348,Творог 5% «Мегаполис»,4,15990
349,Творог 5% «Парма»,4,11790
350,Творог 5% «Парма» премиум,4,9290
351,Творог 5% «Приволжье» премиум,4,10390
352,Творог 5% «Приволжье» фермерский,4,14990
353,Творог 5% «Родные просторы»,4,11990
354,Творог 5% «Родные просторы» фермерский,4,13490
355,Творог 5% «Северная ферма» мини,4,15190
356,Творог 5% «Северная ферма» премиум,4,10490
357,Творог 5% «Семейный выбор»,4,15590
358,Творог 5% «Семейный выбор» мини,4,13690
359,Творог 5% «Уральские зори» фермерский,4,7790
360,Творог 5% «Утро» фермерский,4,19890
361,Творог 9% «Белый берег»,4,10090
362,Творог 9% «Вкусная полка» эконом,4,6690
363,Творог 9% «Дары Сибири»,4,8290
364,Творог 9% «Кама»,4,8390
365,Творог 9% «Кама» эконом,4,12190
366,Творог 9% «Лугово»,4,10890
367,Творог 9% «Отборное» премиум,4,10690
368,Творог 9% «Парма» фермерский,4,14890
369,Творог 9% «Премиум Лайн» премиум,4,13490
370,Творог 9% «Приволжье»,4,13390
371,Творог 9% «Приволжье» мини,4,13890
372,Творог 9% «Родные просторы» большая упаковка,4,14890
373,Творог 9% «Своё»,4,5690
374,Творог 9% «Северная ферма» премиум,4,10590
375,Творог 9% «Семейный выбор» мини,4,5590
376,Творог 9% «Уральские зори»,4,12190
377,Творог 9% «Экономыч»,4,11990
378,Творог 9% «Экономыч» большая упаковка,4,17290
379,Творог 9% «Экономыч» мини,4,18190
380,Творожная масса «Белый берег» мини,4,12890
381,Творожная масса «Вкусная полка» мини,4,10090
382,Творожная масса «Дары Сибири» премиум,4,14190
383,Творожная масса «Добрый край» фермерский,4,9990
384,Творожная масса «Золотая нива» мини,4,11990
385,Творожная масса «Кама»,4,16890
386,Творожная масса «Мегаполис» фермерский,4,9890
387,Творожная масса «Отборное»,4,15890
388,Творожная масса «Отборное» премиум,4,15190
389,Творожная масса «Отборное» эконом,4,8590
390,Творожная масса «Парма» премиум,4,16890
391,Творожная масса «Парма» фермерский,4,15290
392,Творожная масса «Премиум Лайн»,4,12390
393,Творожная масса «Премиум Лайн» мини,4,9190
394,Творожная масса «Родные просторы»,4,8890
395,Творожная масса «Родные просторы» эконом,4,9890
396,Творожная масса «Семейный выбор»,4,14490
397,Творожная масса «Уральские зори»,4,8590
398,Творожная масса «Уральские зори» фермерский,4,13990
399,Творожная масса «Экономыч» фермерский,4,7790
400,Маргарин «Белый берег»,5,12490
401,Маргарин «Белый берег» фермерский,5,16690
402,Маргарин «Вкусная полка»,5,17390
403,Маргарин «Вкусная полка» мини,5,11190
404,Маргарин «Дары Сибири»,5,13490
405,Маргарин «Добрый край»,5,14090
406,Маргарин «Золотая нива»,5,44890
407,Маргарин «Золотая нива» премиум,5,35690
408,Маргарин «Лугово»,5,16490
409,Маргарин «Лугово» фермерский,5,16690
410,Маргарин «Мегаполис» мини,5,12690
411,Маргарин «Парма»,5,9690
412,Маргарин «Премиум Лайн»,5,18190
413,Маргарин «Родные просторы»,5,13390
414,Маргарин «Своё»,5,18390
415,Маргарин «Северная ферма»,5,10890
416,Маргарин «Северная ферма» премиум,5,14590
417,Маргарин «Семейный выбор»,5,19990
418,Маргарин «Уральские зори» большая упаковка,5,21590
419,Маргарин «Уральские зори» мини,5,21990
420,Маргарин «Уральские зори» премиум,5,11990
421,Маргарин «Уральские зори» фермерский,5,25590
422,Маргарин «Утро» премиум,5,14390
423,"Масло сливочное 72,5% «Белый берег» фермерский",5,23690
424,"Масло сливочное 72,5% «Белый берег» эконом",5,18890
425,"Масло сливочное 72,5% «Вкусная полка»",5,11690
426,"Масло сливочное 72,5% «Вкусная полка» мини",5,16990
427,"Масло сливочное 72,5% «Золотая нива»",5,21590
428,"Масло сливочное 72,5% «Кама»",5,23490
429,"Масло сливочное 72,5% «Кама» фермерский",5,18090
430,"Масло сливочное 72,5% «Мегаполис»",5,32490
431,"Масло сливочное 72,5% «Отборное» эконом",5,26990
432,"Масло сливочное 72,5% «Парма»",5,17390
433,"Масло сливочное 72,5% «Парма» мини",5,24690
434,"Масло сливочное 72,5% «Парма» эконом",5,37390
435,"Масло сливочное 72,5% «Премиум Лайн» эконом",5,37690
436,"Масло сливочное 72,5% «Своё»",5,12390
437,"Масло сливочное 72,5% «Семейный выбор» большая упаковка",5,13690
438,"Масло сливочное 72,5% «Семейный выбор» мини",5,31890
439,"Масло сливочное 72,5% «Солнечный день»",5,13090
440,"Масло сливочное 72,5% «Уральские зори»",5,11990
441,"Масло сливочное 72,5% «Уральские зори» эконом",5,15990
442,"Масло сливочное 72,5% «Утро»",5,21990
443,"Масло сливочное 72,5% «Экономыч» премиум",5,18290
444,"Масло сливочное 82,5% «Белый берег» премиум",5,15090
445,"Масло сливочное 82,5% «Белый берег» эконом",5,14990
446,"Масло сливочное 82,5% «Дары Сибири»",5,14790
447,"Масло сливочное 82,5% «Добрый край» большая упаковка",5,13990
448,"Масло сливочное 82,5% «Кама»",5,42190
449,"Масло сливочное 82,5% «Кама» большая упаковка",5,21090
450,"Масло сливочное 82,5% «Лугово» мини",5,25890
451,"Масло сливочное 82,5% «Мегаполис»",5,15990
452,"Масло сливочное 82,5% «Мегаполис» большая упаковка",5,17790
453,"Масло сливочное 82,5% «Парма»",5,14790
454,"Масло сливочное 82,5% «Парма» большая упаковка",5,7490
455,"Масло сливочное 82,5% «Приволжье» большая упаковка",5,11690
456,Спред «Вкусная полка» мини,5,10090
457,Спред «Лугово»,5,8590
458,Спред «Лугово» эконом,5,12490
459,Спред «Приволжье»,5,30190
460,Спред «Приволжье» эконом,5,18690
461,Спред «Своё» эконом,5,29790
462,Спред «Солнечный день» мини,5,21890
463,Спред «Солнечный день» фермерский,5,24990
464,Спред «Утро» большая упаковка,5,13890
465,Спред «Экономыч»,5,22790
466,Яйцо куриное С0 «Вкусная полка»,6,14690
467,Яйцо куриное С0 «Вкусная полка» мини,6,10990
468,Яйцо куриное С0 «Вкусная полка» эконом,6,10490
469,Яйцо куриное С0 «Дары Сибири» премиум,6,10790
470,Яйцо куриное С0 «Добрый край»,6,11390
471,Яйцо куриное С0 «Добрый край» мини,6,10990
472,Яйцо куриное С0 «Золотая нива»,6,17190
473,Яйцо куриное С0 «Золотая нива» большая упаковка,6,6790
474,Яйцо куриное С0 «Золотая нива» мини,6,16890
475,Яйцо куриное С0 «Золотая нива» эконом,6,10890
476,Яйцо куриное С0 «Кама» эконом,6,14290
477,Яйцо куриное С0 «Парма» большая упаковка,6,8390
478,Яйцо куриное С0 «Парма» мини,6,19890
479,Яйцо куриное С0 «Приволжье»,6,19290
480,Яйцо куриное С0 «Родные просторы»,6,17490
481,Яйцо куриное С0 «Родные просторы» мини,6,7390
482,Яйцо куриное С0 «Родные просторы» фермерский,6,16690
483,Яйцо куриное С0 «Своё» большая упаковка,6,14390
484,Яйцо куриное С0 «Своё» фермерский,6,7090
485,Яйцо куриное С0 «Северная ферма»,6,12390
486,Яйцо куриное С0 «Северная ферма» премиум,6,14190
487,Яйцо куриное С0 «Семейный выбор»,6,15190
488,Яйцо куриное С0 «Семейный выбор» премиум,6,13290
489,Яйцо куриное С0 «Уральские зори»,6,13790
490,Яйцо куриное С0 «Уральские зори» эконом,6,20890
491,Яйцо куриное С0 «Утро» большая упаковка,6,19190
492,Яйцо куриное С0 «Утро» эконом,6,4590
493,Яйцо куриное С0 «Экономыч»,6,11190
494,Яйцо куриное С1 «Дары Сибири» большая упаковка,6,11790
495,Яйцо куриное С1 «Добрый край»,6,6790
496,Яйцо куриное С1 «Золотая нива»,6,12890
497,Яйцо куриное С1 «Кама»,6,19390
498,Яйцо куриное С1 «Мегаполис» премиум,6,8490
499,Яйцо куриное С1 «Отборное» большая упаковка,6,14090
500,Яйцо куриное С1 «Приволжье»,6,9090
501,Яйцо куриное С1 «Родные просторы» большая упаковка,6,9890
502,Яйцо куриное С1 «Родные просторы» премиум,6,20990
503,Яйцо куриное С1 «Своё» большая упаковка,6,10290
504,Яйцо куриное С1 «Северная ферма»,6,14690
505,Яйцо куриное С1 «Северная ферма» фермерский,6,6490
506,Яйцо куриное С1 «Солнечный день»,6,23990
507,Яйцо куриное С1 «Солнечный день» премиум,6,15390
508,Яйцо куриное С1 «Солнечный день» фермерский,6,11690
509,Яйцо куриное С1 «Солнечный день» эконом,6,15290
510,Яйцо куриное С1 «Экономыч» мини,6,7590
511,Яйцо куриное С1 «Экономыч» эконом,6,18890
512,Яйцо перепелиное «Белый берег»,6,11190
513,Яйцо перепелиное «Вкусная полка» мини,6,11590
514,Яйцо перепелиное «Вкусная полка» фермерский,6,10490
515,Яйцо перепелиное «Дары Сибири»,6,10190
516,Яйцо перепелиное «Дары Сибири» большая упаковка,6,15890
517,Яйцо перепелиное «Дары Сибири» фермерский,6,13690
518,Яйцо перепелиное «Добрый край»,6,15690
519,Яйцо перепелиное «Добрый край» премиум,6,12490
520,Яйцо перепелиное «Добрый край» эконом,6,14990
521,Яйцо перепелиное «Золотая нива» мини,6,10790
522,Яйцо перепелиное «Кама» мини,6,27290
523,Яйцо перепелиное «Мегаполис»,6,7190
524,Яйцо перепелиное «Мегаполис» большая упаковка,6,19390
525,Яйцо перепелиное «Мегаполис» премиум,6,20190
526,Яйцо перепелиное «Мегаполис» фермерский,6,9290
527,Яйцо перепелиное «Отборное» мини,6,27290
528,Яйцо перепелиное «Парма»,6,17690
529,Яйцо перепелиное «Парма» фермерский,6,17590
530,Яйцо перепелиное «Премиум Лайн»,6,12590
531,Яйцо перепелиное «Родные просторы»,6,11590
532,Яйцо перепелиное «Родные просторы» большая упаковка,6,11590
533,Яйцо перепелиное «Семейный выбор»,6,14290
534,Яйцо перепелиное «Семейный выбор» мини,6,20390
535,Яйцо перепелиное «Семейный выбор» эконом,6,13290
536,Яйцо перепелиное «Солнечный день» большая упаковка,6,9090
537,Яйцо перепелиное «Солнечный день» премиум,6,16690
538,Яйцо перепелиное «Уральские зори»,6,17290
539,Яйцо перепелиное «Уральские зори» мини,6,15690
540,Яйцо перепелиное «Утро» мини,6,16190
541,Баранина «Вкусная полка»,7,40290
542,Баранина «Добрый край» мини,7,68090
543,Баранина «Золотая нива»,7,68990
544,Баранина «Кама»,7,49390
545,Баранина «Кама» мини,7,45290
546,Баранина «Лугово»,7,54590
547,Баранина «Отборное»,7,39090
