event_id,event_ts,receipt_id,line_no,store_id,product_id,category_id,customer_id,is_loyalty,operation_type,quantity,price_regular_kop,price_paid_kop,payment_method,ref_event_id
100000079,2026-09-05 01:28:11.519,50000004,3,140,1046,12,192808,true,CANCEL,2,35180,26385,CARD,100000022
100000042,2026-09-05 01:32:48.435,50000008,1,144,894,11,242334,true,SALE,1,15540,15540,CASH,
100000043,2026-09-05 01:32:51.459,50000008,2,144,71,1,242334,true,SALE,1,13030,12378,CASH,
100000044,2026-09-05 01:32:53.748,50000008,3,144,603,7,242334,true,SALE,1,69620,66139,CASH,
100000045,2026-09-05 01:32:56.256,50000008,4,144,1731,21,242334,true,SALE,1,10160,10160,CASH,
100000046,2026-09-05 01:32:58.406,50000008,5,144,886,11,242334,true,SALE,4,38720,38720,CASH,
100000047,2026-09-05 01:33:01.421,50000008,6,144,344,4,242334,true,SALE,1,16260,16260,CASH,
100000031,2026-09-05 01:43:54.296,50000006,1,141,1092,13,148497,true,SALE,1,8670,7370,SBP,
100000032,2026-09-05 01:43:56.231,50000006,2,141,2094,25,148497,true,SALE,1,11330,11330,SBP,
100000033,2026-09-05 01:43:59.088,50000006,3,141,2478,31,148497,true,SALE,1,29270,27806,SBP,
100000034,2026-09-05 01:44:01.679,50000006,4,141,1470,18,148497,true,SALE,1,9710,9710,SBP,
100000035,2026-09-05 01:44:03.464,50000006,5,141,498,6,148497,true,SALE,1,9830,9830,SBP,
100000036,2026-09-05 01:44:06.792,50000006,6,141,408,5,148497,true,SALE,3,57240,57240,SBP,
100000140,2026-09-05 02:00:56.277,50000025,1,144,1731,21,217513,true,SALE,1,10160,10160,CARD,
100000141,2026-09-05 02:00:59.328,50000025,2,144,1287,15,217513,true,SALE,1,8600,6020,CARD,
100000142,2026-09-05 02:01:01.806,50000025,3,144,2028,24,217513,true,SALE,1,4530,3850,CARD,
100000143,2026-09-05 02:01:04.023,50000025,4,144,2152,26,217513,true,SALE,1,6930,6930,CARD,
100000144,2026-09-05 02:01:06.094,50000025,5,144,1119,13,217513,true,SALE,2,17440,16568,CARD,
100000145,2026-09-05 02:01:08.921,50000025,6,144,2619,34,217513,true,SALE,2,60280,60280,CARD,
100000084,2026-09-05 02:01:12.346,50000017,1,140,2102,25,,false,SALE,3,35040,35040,CASH,
100000085,2026-09-05 02:01:14.696,50000017,2,140,1511,19,,false,SALE,1,24420,24420,CASH,
100000086,2026-09-05 02:01:17.933,50000017,3,140,354,4,,false,SALE,1,15620,15620,CASH,
100000157,2026-09-05 02:01:20.265,50000028,1,147,956,11,395736,true,SALE,3,31710,30124,BONUS,
100000087,2026-09-05 02:01:20.364,50000017,4,140,713,9,,false,SALE,1,52550,52550,CASH,
100000088,2026-09-05 02:01:22.190,50000017,5,140,2625,34,,false,SALE,1,20710,20710,CASH,
100000158,2026-09-05 02:01:23.072,50000028,2,147,303,3,395736,true,SALE,2,84840,84840,BONUS,
100000089,2026-09-05 02:01:24.742,50000017,6,140,1588,20,,false,SALE,1,14810,14810,CASH,
100000159,2026-09-05 02:01:25.416,50000028,3,147,1666,20,395736,true,SALE,1,19640,18658,BONUS,
100000090,2026-09-05 02:01:27.401,50000017,7,140,1594,20,,false,SALE,1,20020,20020,CASH,
100000160,2026-09-05 02:01:27.544,50000028,4,147,389,4,395736,true,SALE,1,9990,9990,BONUS,
100000091,2026-09-05 02:01:29.878,50000017,8,140,139,2,,false,SALE,1,7630,7630,CASH,
100000161,2026-09-05 02:01:30.655,50000028,5,147,1370,17,395736,true,SALE,1,10680,10680,BONUS,
100000162,2026-09-05 02:01:32.522,50000028,6,147,2589,34,395736,true,SALE,1,27310,27310,BONUS,
100000092,2026-09-05 02:01:32.656,50000017,9,140,2505,32,,false,SALE,1,41780,29246,CASH,
100000093,2026-09-05 02:01:35.135,50000017,10,140,2230,27,,false,SALE,1,20830,20830,CASH,
100000163,2026-09-05 02:01:35.816,50000028,7,147,1355,16,395736,true,SALE,1,13010,12360,BONUS,
100000164,2026-09-05 02:01:38.029,50000028,8,147,1621,20,395736,true,SALE,1,21610,20530,BONUS,
100000165,2026-09-05 02:01:40.145,50000028,9,147,1677,21,395736,true,SALE,1,8940,8940,BONUS,
100000166,2026-09-05 02:01:42.517,50000028,10,147,2040,25,395736,true,SALE,1,17190,16330,BONUS,
100000167,2026-09-05 02:01:45.724,50000028,11,147,1026,12,395736,true,SALE,1,21380,20311,BONUS,
100000168,2026-09-05 02:01:47.846,50000028,12,147,1192,14,395736,true,SALE,1,45560,29614,BONUS,
100000169,2026-09-05 02:01:50.629,50000028,13,147,374,4,395736,true,SALE,3,36930,27698,BONUS,
100000170,2026-09-05 02:01:53.154,50000028,14,147,1543,19,395736,true,SALE,1,30450,30450,BONUS,
100000094,2026-09-05 02:06:41.069,50000018,1,140,1346,16,,false,SALE,1,6360,4770,SBP,
100000095,2026-09-05 02:06:43.376,50000018,2,140,738,9,,false,SALE,1,33330,33330,SBP,
100000096,2026-09-05 02:06:46.361,50000018,3,140,1731,21,,false,SALE,1,9830,9830,SBP,
100000097,2026-09-05 02:06:49.001,50000018,4,140,2052,25,,false,SALE,1,18980,18980,SBP,
100000098,2026-09-05 02:06:51.352,50000018,5,140,1935,23,,false,SALE,1,23840,23840,SBP,
100000099,2026-09-05 02:06:54.019,50000018,6,140,2564,33,,false,SALE,4,147680,110760,SBP,
100000237,2026-09-05 02:08:31.525,50000034,1,149,1563,19,14368,true,SALE,1,21600,20520,CARD,
100000238,2026-09-05 02:08:34.300,50000034,2,149,619,8,14368,true,SALE,1,41840,41840,CARD,
100000239,2026-09-05 02:08:36.437,50000034,3,149,603,7,14368,true,SALE,3,199620,199620,CARD,
100000240,2026-09-05 02:08:39.592,50000034,4,149,2623,34,14368,true,SALE,1,20690,16552,CARD,
100000241,2026-09-05 02:08:41.513,50000034,5,149,2147,26,14368,true,SALE,3,47640,45258,CARD,
100000242,2026-09-05 02:08:44.214,50000034,6,149,1833,22,14368,true,SALE,1,5020,3514,CARD,
100000243,2026-09-05 02:08:46.956,50000034,7,149,284,3,14368,true,SALE,1,36700,36700,CARD,
100000244,2026-09-05 02:08:49.148,50000034,8,149,59,1,14368,true,SALE,3,26730,26730,CARD,
100000245,2026-09-05 02:08:51.664,50000034,9,149,371,4,14368,true,SALE,1,15880,15880,CARD,
100000246,2026-09-05 02:08:54.768,50000034,10,149,2390,30,14368,true,SALE,1,17260,17260,CARD,
100000247,2026-09-05 02:08:57.211,50000034,11,149,1999,24,14368,true,SALE,1,6620,6620,CARD,
100000248,2026-09-05 02:08:59.014,50000034,12,149,1256,15,14368,true,SALE,1,4910,4910,CARD,
100000249,2026-09-05 02:11:28.944,50000035,1,149,2505,32,278704,true,SALE,1,41270,28889,SBP,
100000250,2026-09-05 02:11:31.055,50000035,2,149,317,4,278704,true,SALE,1,18970,18022,SBP,
100000251,2026-09-05 02:11:33.231,50000035,3,149,1368,17,278704,true,SALE,2,22160,21052,SBP,
100000252,2026-09-05 02:11:36.493,50000035,4,149,395,4,278704,true,SALE,2,22620,21489,SBP,
100000253,2026-09-05 02:11:38.424,50000035,5,149,730,9,278704,true,SALE,1,25030,23778,SBP,
100000268,2026-09-05 02:40:21.962,50000036,6,149,719,9,339138,true,SALE,1,29840,28348,CASH,
100000254,2026-09-05 02:11:40.912,50000035,6,149,2390,30,278704,true,SALE,1,17260,16397,SBP,
100000255,2026-09-05 02:11:43.233,50000035,7,149,2142,26,278704,true,SALE,1,9140,9140,SBP,
100000256,2026-09-05 02:11:46.473,50000035,8,149,193,2,278704,true,SALE,1,7420,7420,SBP,
100000257,2026-09-05 02:11:48.373,50000035,9,149,603,7,278704,true,SALE,2,133080,133080,SBP,
100000258,2026-09-05 02:11:51.179,50000035,10,149,1470,18,278704,true,SALE,1,9590,9590,SBP,
100000259,2026-09-05 02:11:53.326,50000035,11,149,122,2,278704,true,SALE,2,18280,18280,SBP,
100000260,2026-09-05 02:11:56.482,50000035,12,149,1354,16,278704,true,SALE,1,12570,11942,SBP,
100000261,2026-09-05 02:11:58.873,50000035,13,149,1438,18,278704,true,SALE,1,7760,7760,SBP,
100000262,2026-09-05 02:12:01.090,50000035,14,149,694,8,278704,true,SALE,2,60360,57342,SBP,
100000100,2026-09-05 02:14:35.917,50000019,1,140,1598,20,211507,true,SALE,1,27190,27190,CARD,
100000101,2026-09-05 02:14:38.346,50000019,2,140,779,9,211507,true,SALE,1,34720,34720,CARD,
100000102,2026-09-05 02:14:40.655,50000019,3,140,1193,14,211507,true,SALE,1,35760,33972,CARD,
100000103,2026-09-05 02:14:42.553,50000019,4,140,1999,24,211507,true,SALE,1,6700,6700,CARD,
100000104,2026-09-05 02:14:45.338,50000019,5,140,634,8,211507,true,SALE,4,85640,85640,CARD,
100000105,2026-09-05 02:14:47.931,50000019,6,140,541,7,211507,true,SALE,1,46640,44308,CARD,
100000106,2026-09-05 02:14:50.716,50000019,7,140,1806,22,211507,true,SALE,1,4850,4850,CARD,
100000107,2026-09-05 02:14:53.350,50000019,8,140,1028,12,211507,true,SALE,1,21750,16312,CARD,
100000124,2026-09-05 02:15:13.960,50000023,1,143,383,4,,false,SALE,1,11670,11670,SBP,
100000125,2026-09-05 02:15:16.601,50000023,2,143,196,2,,false,SALE,3,21690,21690,SBP,
100000126,2026-09-05 02:15:19.429,50000023,3,143,434,5,,false,SALE,1,43690,43690,SBP,
100000127,2026-09-05 02:15:21.136,50000023,4,143,1950,24,,false,SALE,1,4200,4200,SBP,
100000128,2026-09-05 02:15:24.462,50000023,5,143,701,9,,false,SALE,1,35400,35400,SBP,
100000129,2026-09-05 02:15:26.728,50000023,6,143,1847,22,,false,SALE,1,8400,8400,SBP,
100000130,2026-09-05 02:15:29.165,50000023,7,143,2432,31,,false,SALE,1,28850,28850,SBP,
100000203,2026-09-05 02:18:18.317,50000031,1,147,2063,25,,false,SALE,1,6610,6610,CASH,
100000204,2026-09-05 02:18:20.900,50000031,2,147,1014,12,,false,SALE,1,16850,16850,CASH,
100000205,2026-09-05 02:18:23.982,50000031,3,147,344,4,,false,SALE,1,15800,15800,CASH,
100000206,2026-09-05 02:18:26.350,50000031,4,147,752,9,,false,SALE,1,82180,82180,CASH,
100000207,2026-09-05 02:18:28.751,50000031,5,147,634,8,,false,SALE,1,21500,21500,CASH,
100000208,2026-09-05 02:18:31.210,50000031,6,147,1694,21,,false,SALE,1,18360,18360,CASH,
100000209,2026-09-05 02:18:33.497,50000031,7,147,383,4,,false,SALE,1,11610,11610,CASH,
100000210,2026-09-05 02:18:36.482,50000031,8,147,1615,20,,false,SALE,1,19520,19520,CASH,
100000211,2026-09-05 02:18:38.354,50000031,9,147,1073,12,,false,SALE,1,11150,11150,CASH,
100000212,2026-09-05 02:18:41.523,50000031,10,147,2078,25,,false,SALE,1,12660,12660,CASH,
100000213,2026-09-05 02:18:43.461,50000031,11,147,1129,13,,false,SALE,1,6270,6270,CASH,
100000214,2026-09-05 02:18:45.922,50000031,12,147,2361,30,,false,SALE,1,35330,35330,CASH,
100000131,2026-09-05 02:31:02.940,50000024,1,143,1404,17,,false,SALE,1,16580,16580,CARD,
100000132,2026-09-05 02:31:05.715,50000024,2,143,1129,13,,false,SALE,1,6300,6300,CARD,
100000133,2026-09-05 02:31:07.713,50000024,3,143,1847,22,,false,SALE,1,8400,8400,CARD,
100000134,2026-09-05 02:31:10.311,50000024,4,143,190,2,,false,SALE,1,20210,20210,CARD,
100000135,2026-09-05 02:31:13.470,50000024,5,143,1022,12,,false,SALE,1,13540,13540,CARD,
100000136,2026-09-05 02:31:15.284,50000024,6,143,1197,14,,false,SALE,1,20090,20090,CARD,
100000137,2026-09-05 02:31:18.228,50000024,7,143,2043,25,,false,SALE,1,12840,12840,CARD,
100000138,2026-09-05 02:31:20.939,50000024,8,143,1999,24,,false,SALE,1,6770,6770,CARD,
100000139,2026-09-05 02:31:23.101,50000024,9,143,2091,25,,false,SALE,5,53700,53700,CARD,
100000122,2026-09-05 02:33:52.357,50000022,1,142,709,9,,false,SALE,2,39180,39180,CASH,
100000123,2026-09-05 02:33:55.682,50000022,2,142,59,1,,false,SALE,1,9140,9140,CASH,
100000299,2026-09-05 02:34:13.889,50000038,1,149,1971,24,33523,true,SALE,1,5360,5092,SBP,
100000300,2026-09-05 02:34:15.796,50000038,2,149,506,6,33523,true,SALE,3,82290,82290,SBP,
100000301,2026-09-05 02:34:18.646,50000038,3,149,2264,28,33523,true,SALE,1,58880,41216,SBP,
100000302,2026-09-05 02:34:20.921,50000038,4,149,1751,21,33523,true,SALE,3,50040,45036,SBP,
100000303,2026-09-05 02:34:22.995,50000038,5,149,119,1,33523,true,SALE,1,14170,14170,SBP,
100000304,2026-09-05 02:34:25.517,50000038,6,149,1950,24,33523,true,SALE,2,8220,7809,SBP,
100000305,2026-09-05 02:34:28.324,50000038,7,149,1222,15,33523,true,SALE,1,11080,11080,SBP,
100000306,2026-09-05 02:34:30.612,50000038,8,149,1046,12,33523,true,SALE,1,17370,13028,SBP,
100000307,2026-09-05 02:34:33.527,50000038,9,149,994,12,33523,true,SALE,1,16570,16570,SBP,
100000308,2026-09-05 02:34:35.556,50000038,10,149,1507,19,33523,true,SALE,1,37610,37610,SBP,
100000309,2026-09-05 02:34:38.509,50000038,11,149,1806,22,33523,true,SALE,1,4790,4550,SBP,
100000227,2026-09-05 02:35:45.710,50000033,1,148,719,9,277780,true,SALE,1,30120,30120,SBP,
100000228,2026-09-05 02:35:47.853,50000033,2,148,1006,12,277780,true,SALE,1,14760,14760,SBP,
100000229,2026-09-05 02:35:49.907,50000033,3,148,1442,18,277780,true,SALE,2,17060,17060,SBP,
100000230,2026-09-05 02:35:53.005,50000033,4,148,332,4,277780,true,SALE,1,17880,17880,SBP,
100000231,2026-09-05 02:35:54.818,50000033,5,148,801,10,277780,true,SALE,1,73170,69512,SBP,
100000232,2026-09-05 02:35:57.551,50000033,6,148,2192,27,277780,true,SALE,3,32520,24390,SBP,
100000233,2026-09-05 02:36:00.355,50000033,7,148,1109,13,277780,true,SALE,3,14160,13452,SBP,
100000234,2026-09-05 02:36:02.284,50000033,8,148,1847,22,277780,true,SALE,1,8300,7885,SBP,
100000235,2026-09-05 02:36:05.110,50000033,9,148,1128,13,277780,true,SALE,1,9340,7472,SBP,
100000236,2026-09-05 02:36:08.014,50000033,10,148,1068,12,277780,true,SALE,1,11880,11880,SBP,
100000153,2026-09-05 02:36:43.675,50000027,1,146,1506,19,,false,SALE,1,32260,32260,SBP,
100000154,2026-09-05 02:36:46.433,50000027,2,146,2165,26,,false,SALE,1,14770,14770,SBP,
100000155,2026-09-05 02:36:48.953,50000027,3,146,2081,25,,false,SALE,1,17710,17710,SBP,
100000156,2026-09-05 02:36:50.880,50000027,4,146,1868,22,,false,SALE,1,5970,5970,SBP,
100000215,2026-09-05 02:37:41.422,50000032,1,147,2245,28,217913,false,SALE,1,34170,34170,CARD,
100000216,2026-09-05 02:37:44.194,50000032,2,147,410,5,217913,false,SALE,1,14750,11062,CARD,
100000217,2026-09-05 02:37:46.659,50000032,3,147,1712,21,217913,false,SALE,2,13460,13460,CARD,
100000218,2026-09-05 02:37:49.212,50000032,4,147,506,6,217913,false,SALE,1,27890,27890,CARD,
100000219,2026-09-05 02:37:51.035,50000032,5,147,2013,24,217913,false,SALE,2,16260,16260,CARD,
100000220,2026-09-05 02:37:53.607,50000032,6,147,1591,20,217913,false,SALE,1,13590,13590,CARD,
100000221,2026-09-05 02:37:56.794,50000032,7,147,706,9,217913,false,SALE,1,20450,20450,CARD,
100000222,2026-09-05 02:37:59.426,50000032,8,147,603,7,217913,false,SALE,1,67650,67650,CARD,
100000223,2026-09-05 02:38:01.073,50000032,9,147,1023,12,217913,false,SALE,1,16260,11382,CARD,
100000224,2026-09-05 02:38:04.350,50000032,10,147,1957,24,217913,false,SALE,2,9040,9040,CARD,
100000225,2026-09-05 02:38:06.208,50000032,11,147,1950,24,217913,false,SALE,3,12510,12510,CARD,
100000226,2026-09-05 02:38:09.425,50000032,12,147,61,1,217913,false,SALE,1,15680,15680,CARD,
100000263,2026-09-05 02:40:09.780,50000036,1,149,703,9,339138,true,SALE,1,18170,18170,CASH,
100000264,2026-09-05 02:40:12.590,50000036,2,149,538,6,339138,true,SALE,3,59310,59310,CASH,
100000265,2026-09-05 02:40:14.930,50000036,3,149,2390,30,339138,true,SALE,4,69040,69040,CASH,
100000266,2026-09-05 02:40:17.875,50000036,4,149,924,11,339138,true,SALE,1,9140,8683,CASH,
100000267,2026-09-05 02:40:20.108,50000036,5,149,1442,18,339138,true,SALE,1,8450,8450,CASH,
100000268,2026-09-05 02:40:21.962,50000036,6,149,719,9,339138,true,SALE,1,29840,28348,CASH,
100000269,2026-09-05 02:40:25.257,50000036,7,149,1739,21,339138,true,SALE,2,29480,28006,CASH,
100000270,2026-09-05 02:40:27.127,50000036,8,149,190,2,339138,true,SALE,3,59310,56344,CASH,
100000271,2026-09-05 02:40:29.736,50000036,9,149,139,2,339138,true,SALE,1,7540,7163,CASH,
100000272,2026-09-05 02:40:32.371,50000036,10,149,1847,22,339138,true,SALE,1,8220,8220,CASH,
100000273,2026-09-05 02:40:34.644,50000036,11,149,1812,22,339138,true,SALE,1,4560,4560,CASH,
100000274,2026-09-05 02:40:37.877,50000036,12,149,634,8,339138,true,SALE,1,21140,20083,CASH,
100000146,2026-09-05 02:40:38.323,50000026,1,145,2152,26,152415,true,SALE,1,6740,6740,CASH,
100000275,2026-09-05 02:40:40.413,50000036,13,149,866,11,339138,true,SALE,1,4790,4790,CASH,
100000147,2026-09-05 02:40:40.581,50000026,2,145,1235,15,152415,true,SALE,1,9770,9770,CASH,
100000276,2026-09-05 02:40:42.090,50000036,14,149,2453,31,339138,true,SALE,5,95450,95450,CASH,
100000148,2026-09-05 02:40:43.294,50000026,3,145,134,2,152415,true,SALE,1,8830,8388,CASH,
100000277,2026-09-05 02:40:44.755,50000036,15,149,205,2,339138,true,SALE,1,11770,9416,CASH,
100000149,2026-09-05 02:40:45.545,50000026,4,145,538,6,152415,true,SALE,1,20130,20130,CASH,
100000278,2026-09-05 02:40:47.305,50000036,16,149,394,4,339138,true,SALE,1,10170,10170,CASH,
100000150,2026-09-05 02:40:48.584,50000026,5,145,1910,23,152415,true,SALE,1,33510,23457,CASH,
100000279,2026-09-05 02:40:50.106,50000036,17,149,1023,12,339138,true,SALE,1,16000,11200,CASH,
100000151,2026-09-05 02:40:50.823,50000026,6,145,226,3,152415,true,SALE,1,41080,41080,CASH,
100000280,2026-09-05 02:40:52.532,50000036,18,149,666,8,339138,true,SALE,1,57850,57850,CASH,
100000152,2026-09-05 02:40:53.622,50000026,7,145,1090,13,152415,true,SALE,1,5110,4854,CASH,
100000281,2026-09-05 02:40:55.112,50000036,19,149,1631,20,339138,true,SALE,1,24690,24690,CASH,
100000282,2026-09-05 02:40:56.966,50000036,20,149,1712,21,339138,true,SALE,2,13240,13240,CASH,
100000283,2026-09-05 02:40:59.949,50000036,21,149,1261,15,339138,true,SALE,1,10970,10970,CASH,
100000108,2026-09-05 02:43:16.126,50000020,1,141,2000,24,367187,true,SALE,1,5660,5660,CARD,
100000109,2026-09-05 02:43:18.349,50000020,2,141,308,4,367187,true,SALE,1,15960,15960,CARD,
100000110,2026-09-05 02:43:21.273,50000020,3,141,801,10,367187,true,SALE,1,73360,73360,CARD,
100000111,2026-09-05 02:43:23.681,50000020,4,141,634,8,367187,true,SALE,2,42800,42800,CARD,
100000112,2026-09-05 02:43:26.284,50000020,5,141,1731,21,367187,true,SALE,1,9830,9338,CARD,
100000113,2026-09-05 02:43:28.575,50000020,6,141,1863,22,367187,true,SALE,2,10160,9652,CARD,
100000114,2026-09-05 02:43:31.132,50000020,7,141,1046,12,367187,true,SALE,2,35160,24612,CARD,
100000313,2026-09-05 02:44:30.236,50000036,17,149,1023,12,339138,true,CANCEL,1,16000,11200,CASH,100000279
100000190,2026-09-05 02:45:13.591,50000030,1,147,613,7,,false,SALE,1,68930,68930,CARD,
100000191,2026-09-05 02:45:16.899,50000030,2,147,1060,12,,false,SALE,1,26840,26840,CARD,
100000192,2026-09-05 02:45:19.034,50000030,3,147,886,11,,false,SALE,2,18800,18800,CARD,
100000193,2026-09-05 02:45:21.703,50000030,4,147,932,11,,false,SALE,1,8820,8820,CARD,
100000194,2026-09-05 02:45:24.006,50000030,5,147,1801,22,,false,SALE,1,4750,4750,CARD,
100000195,2026-09-05 02:45:26.144,50000030,6,147,894,11,,false,SALE,1,15100,15100,CARD,
100000196,2026-09-05 02:45:29.411,50000030,7,147,2397,30,,false,SALE,1,28470,28470,CARD,
100000197,2026-09-05 02:45:31.039,50000030,8,147,1945,24,,false,SALE,3,34830,34830,CARD,
100000198,2026-09-05 02:45:34.235,50000030,9,147,55,1,,false,SALE,1,6850,6850,CARD,
100000199,2026-09-05 02:45:36.136,50000030,10,147,2004,24,,false,SALE,1,4410,4410,CARD,
